Start Date,Respondent ID,In what country do you work?,What is your age?,How long (in years) have you been in information technology or security?,,What is the highest level of formal education you have completed?,What is your gender identity?,,Do you currently have (or have had) industry certifications?,"If you do have certifications, which one do you value most?","If you do have certifications, which one do you value least?",What was your first job title in information technology or security?,What is your current job title in information technology or security?,Current Job Cleaned,Which of the following best describes the principal industry of your current organization?,,"Do you call it ""Cybersecurity"" or ""Information Security""","Are you currently or formerly employed by a Government, Military, or Defense Industrial Base (DIB) organization (or are you in a role that primarily supports one of those entities)?",Do you consider your role to be highly technical?,"On a scale of 1-10, how do you rate your coding or development skills?",What role in information security or cybersecurity do you believe is the new hotness?
4/1/21 13:41,12542447637,United Kingdom of Great Britain and Northern Ireland,45 to 54,21-40,,Graduated from College/University,Man,,Yes,CISSP and CCDP were good when I was relatively junior and looking to credentialise myself,ISO27001 lead auditor,Internal Sales Executive,Partner Cyber Risk Advisory and Interim CISO,Security Engineer,Other (please specify),Consulting,I use both terms depending on audience I am talking to,Yes,Yes,3,Cloud Architecture 
4/1/21 13:41,12542447025,United Kingdom of Great Britain and Northern Ireland,25 to 34,5-Jan,,Graduated from College/University,Man,,Yes,OSCP,Certified Ethical Hacker,Help Desk Support,Senior Security Consultant,Security Engineer,Software Sales,,I use both terms depending on audience I am talking to,Yes,Yes,6,"AI data analytics, purpleteamer"
4/1/21 13:37,12542441107,United Kingdom of Great Britain and Northern Ireland,35 to 44,20-Nov,,Completed graduate school,Man,,Yes,Cissp,,Infrastructure engineer,Infrastructure Architect - Cyber Lead,Security Engineer,"Telecommunications, Technology, Internet & Electronics",,I use both terms depending on audience I am talking to,No,Yes,6,"It depends,"
4/1/21 13:37,12542438460,United States of America,25 to 34,10-Jun,,Some College/University,Man,,Yes,Anything from SANS or Microsoft,Comptia ,Security Analyst,Analyst covering Security and Risk ,Security Engineer ,Other (please specify),Research,Information Security (infosec),No,Yes,6,Anything data science or cloudy (devsecops)
4/1/21 13:32,12542423510,Australia,35 to 44,21-40,,Completed graduate school,Man,,No,,,Project liaison,Technical director,Security Engineer ,Government,,Information Security (infosec),Yes,No,6,Cloud IR
4/1/21 13:32,12542422105,United States of America,45 to 54,21-40,,Some College/University,Man,,No,,,Repair tech,Sr. Cybersecurity Architect ,Security Engineer - Consultant,Finance & Financial Services,,Information Security (infosec),No,Yes,6,
4/1/21 13:11,12542419611,United States of America,35 to 44,21-40,,Graduated from College/University,Man,,Yes,Splunk Certified Consultant,Splunk Certified User,Security Consultant,Director of Services,"Security Engineer, Sr.",Other (please specify),Professional Services,I use both terms depending on audience I am talking to,No,Yes,7,secdevops
4/1/21 13:24,12542418712,United States of America,35 to 44,20-Nov,,Some College/University,Man,,Yes,None,All of them?,System Administrator ,Director of Strategy,Security Field Engineer,"Telecommunications, Technology, Internet & Electronics",,Information Security (infosec),No,Yes,7,Privacy
4/1/21 13:30,12542417315,India,25 to 34,10-Jun,,Graduated from College/University,Man,,No,,,SOC Analyst,Senior Security Analyst,Security Intelligence Manager,MSSP,,I use both terms depending on audience I am talking to,No,Yes,I can copypasta python/ruby/go/rust/bash/vbs/PowerShell code and get it to mostly run.,Hacking
4/1/21 13:28,12542416522,United Kingdom of Great Britain and Northern Ireland,25 to 34,5-Jan,,Some College/University,Man,,No,,,Information Security Analyst,Security Operations Engineer,Security Lead,Finance & Financial Services,,Information Security (infosec),No,Yes,I can copypasta python/ruby/go/rust/bash/vbs/PowerShell code and get it to mostly run.,
4/1/21 13:29,12542414443,Mexico,25 to 34,5-Jan,,Graduated from College/University,Man,,No,,,Cybersecurity analyst,Cybersecurity specialist,Security Manager,Finance & Financial Services,,I use both terms depending on audience I am talking to,No,Yes,7,
4/1/21 13:28,12542412793,United States of America,45 to 54,5-Jan,,Graduated from College/University,Man,,Yes,SSCP associate ,N/A,System administrator ,Network Administrator ,Security Manager ,Manufacturing,,I use both terms depending on audience I am talking to,No,No,I can copypasta python/ruby/go/rust/bash/vbs/PowerShell code and get it to mostly run.,Incident response 
4/1/21 13:28,12542412321,United States of America,45 to 54,21-40,,Graduated from high school,Man,,Yes,,all,phone support,sr intelligence researcher,Security Officer,"Telecommunications, Technology, Internet & Electronics",,I use both terms depending on audience I am talking to,No,Yes,6,AI/ML
4/1/21 13:28,12542410198,United States of America,55 to 64,21-40,,Some College/University,Man,,No,,,Programmer Analyst,Senior Manager Devops,Security operations,Software Sales,,I use both terms depending on audience I am talking to,No,Yes,9,"DevSecOps, or at least Security-aware devops, esp supply chain related."
4/1/21 13:26,12542408927,Norway,35 to 44,20-Nov,,Doctorate,Man,,Yes,CISA,,Senior adviser,CTO,Security Operations Architect,Software Sales,,I use both terms depending on audience I am talking to,Yes,No,2,Risk manager
4/1/21 13:26,12542404337,United States of America,18 to 24,5-Jan,,Some graduate school,Man,,No,,,Database Specialist,CRM Specialist / Administrator,Security Operations Engineer,Education,,I use both terms depending on audience I am talking to,No,Yes,4,"DFIR, Penetration Testing"
4/1/21 13:20,12542403147,United States of America,25 to 34,10-Jun,,Graduated from College/University,Man,,Yes,GSEC - its basic but a fantastic grounding when starting out,"GPEN - simply as I use it less directly due to focusing primarily on defense.  Its still super useful, just the least directly valuable.",Security Engineer,Senior Software Engineer,Security operations engineer,"Telecommunications, Technology, Internet & Electronics",,Information Security (infosec),Yes,Yes,7,The trend in high profile roles appears to be toward niche TI focusses but really the hotness is and always will be the first line defenders - whether an SMB security engineer or large enterprise SOC analyst.
4/1/21 13:25,12542403082,United States of America,35 to 44,20-Nov,,Completed graduate school,Man,,No,,,engineer,security architect,Security Operations Engineer,"Telecommunications, Technology, Internet & Electronics",,I use both terms depending on audience I am talking to,No,Yes,8,security data scientist  IOT security
4/1/21 13:25,12542402416,United States of America,25 to 34,5-Jan,,Completed graduate school,Man,,No,N/A,N/A,Research Analyst,Senior Intelligence Analyst,Security Operations Engineer,MSSP,,I use both terms depending on audience I am talking to,Yes,No,I do not believe I have any coding/development skills at all,Vulnerability-focused threat intelligence
4/1/21 13:23,12542401108,United States of America,35 to 44,20-Nov,,Completed graduate school,Man,,Yes,ENCE,Security +,IT Specialist,Threat Intelligence Lead,Security Program Manager ,Government,,I use both terms depending on audience I am talking to,Yes,Yes,I can copypasta python/ruby/go/rust/bash/vbs/PowerShell code and get it to mostly run.,"understanding how to secure and investigate an identity, especially with cloud components"
4/1/21 13:22,12542398530,United States of America,35 to 44,20-Nov,,Graduated from College/University,Man,,Yes,CRTO,CISSP,Information Security Analyst,Head of Red Team,Security Researcher,Insurance,,I use both terms depending on audience I am talking to,No,Yes,7,Analytics
4/1/21 13:17,12542398043,United States of America,25 to 34,5-Jan,,Graduated from College/University,Man,,No,,,sysadmin,sec engineer,Security Researcher,Finance & Financial Services,,I use both terms depending on audience I am talking to,No,Yes,8,Product Security Engineer & Security Detection Engineer. 
4/1/21 13:22,12542396916,United States of America,45 to 54,41-IAMETERNAL,,Completed graduate school,Man,,No,,,Programmer I,Director,Security researcher,Retail & Consumer Durables,,Information Security (infosec),Yes,Yes,8,Cloud infrastructure engineering (see Service Mesh)
4/1/21 13:22,12542396600,Netherlands,45 to 54,10-Jun,,Associates Degree,Man,,No,,,Medior security consultant,Medior security consultant,security researcher,I am currently not employed,,Information Security (infosec),No,No,I can copypasta python/ruby/go/rust/bash/vbs/PowerShell code and get it to mostly run.,-
4/1/21 13:20,12542390903,United States of America,25 to 34,5-Jan,,Graduated from College/University,Man,,Yes,Security+,,IT Specialist,IT Specialist,Security SE,Government,,I use both terms depending on audience I am talking to,Yes,No,3,Blue Team and DFIR
4/1/21 13:20,12542390653,United States of America,45 to 54,5-Jan,,Completed graduate school,Man,,Yes,CKA,MCITP,Developer,Security DevOps Engineer,Security Solutions Architect,Nonprofit,,I use both terms depending on audience I am talking to,No,Yes,9,SRE / DevSecOps Eng
4/1/21 13:16,12542389793,United States of America,35 to 44,21-40,,Graduated from high school,Man,,Yes,to get into the field it was microsoft MCSE  but now its giac GCED,"all of them, but i do value the bootcamps to learn (my style)",20+ years ago.  Computer Engineer Associate,"Security Engineer, Sr.",Security specialist,Insurance,,I use both terms depending on audience I am talking to,No,Yes,8,"Machine Learning... however, im a big ""anti-fan"" of hotness... 20 years and still see so much basics not being done"
4/1/21 13:19,12542385093,United States of America,25 to 34,10-Jun,,Graduated from College/University,Woman,,Yes,GCTI,,Intelligence coordinator/editor,Threat intelligence analyst,security specialist,Software Sales,,I use both terms depending on audience I am talking to,No,Yes,2,
4/1/21 13:12,12542382921,United States of America,55 to 64,21-40,,Some College/University,Man,,No,,,Help Desk,Senior Manager Threat Intelligence,Security Specialist,"Telecommunications, Technology, Internet & Electronics",,Cybersecurity (cyber),Yes,Yes,3,"Operation Threat Intelligence/Cyber Fusion. Combining threat intel, threat hunting, malware analysis. Jack of All Trades that people do not know they need. You need intel folk, with IR/SOC chops to understand the attack surface."
4/1/21 13:13,12542370894,United Kingdom of Great Britain and Northern Ireland,25 to 34,10-Jun,,Some graduate school,Man,,Yes,CCNIA,Chfi,Graduate scheme,Senior researcher,Security Strategist,MSSP,,I use both terms depending on audience I am talking to,No,Yes,8,Automation
4/1/21 13:11,12542366831,United States of America,25 to 34,5-Jan,,Graduated from College/University,Woman,,Yes,Security+ ,Security+,Network Engineer ,Corporate Solutions Engineer ,Security Strategist,Software Sales,,I use both terms depending on audience I am talking to,Yes,No,3,Remote work 
4/1/21 12:41,12542364091,United States of America,45 to 54,21-40,,Completed graduate school,Woman,,Yes,I was quite proud of CCNA at the time (I let it lapse). UNIX System Management and Administration Certificate has been the most useful to this day. Python for Everybody. Splunk Certified User. ,"Introduction to web programming with LAMP, PHP, and JavaScript. I never even put it on my resume. The cert went away & then became one class in a ""Develop web systems and applications for business"" specialization.  ",Network Analyst,Sr. Staff Technical Writer (Security Markets),Security Strategist,"Telecommunications, Technology, Internet & Electronics",,I use both terms depending on audience I am talking to,No,Yes,I can copypasta python/ruby/go/rust/bash/vbs/PowerShell code and get it to mostly run.,"""Do you consider your role to be highly technical?"" I'd like to say ""sometimes."" I suppose cybersecurity architect is hot. I don't know what it is, but recently heard it. "
4/1/21 13:07,12542354246,United States of America,45 to 54,21-40,,Graduated from high school,Man,,Yes,CISSP so I can make fun of it,CISSP cause it’s worthless ,Sailor,Advisor,Security Stratigist,Software Sales,,I use both terms depending on audience I am talking to,No,No,4,Something to do with identity management 
4/1/21 13:07,12542352821,Canada,18 to 24,5-Jan,,Graduated from College/University,Man,,No,,,Cloud security engineer,Cloud security engineer,Security tester,"Telecommunications, Technology, Internet & Electronics",,I use both terms depending on audience I am talking to,No,Yes,9,
4/1/21 13:04,12542346668,United Kingdom of Great Britain and Northern Ireland,18 to 24,5-Jan,,Graduated from College/University,Woman,,Yes,SANS GCTI,,Cyber Security intern,Cyber Threat Intelligence Analyst ,SIEM Engineer,Other (please specify),Professional Services,Cybersecurity (cyber),No,Yes,2,"Cyber Threat Detection Engineer, or ICS Cyber Threat Intelligence"
4/1/21 13:04,12542344704,Romania,35 to 44,20-Nov,,Completed graduate school,Man,,Yes,GREM,CISSP,Cyber security analyst,Team lead of development of solutions for threat intel,SOC Analyst,Government,,Cybersecurity (cyber),Yes,Yes,7,Threat analyst
4/1/21 13:00,12542338897,Netherlands,35 to 44,20-Nov,,Doctorate,Man,,Yes, None of them...,CEH,Information security consultant,DFIR specialist ,Soc analyst,Other (please specify),Consultant ,Cybersecurity (cyber),No,Yes,4,"Machine learning, RE is always hot"
4/1/21 13:01,12542337549,United States of America,25 to 34,10-Jun,,Completed graduate school,Man,,No,,,Associate Analyst,Director,SOC analyst ,"Telecommunications, Technology, Internet & Electronics",,I use both terms depending on audience I am talking to,Yes,No,I can copypasta python/ruby/go/rust/bash/vbs/PowerShell code and get it to mostly run.,Incident Response
4/1/21 12:59,12542333272,United States of America,45 to 54,21-40,,Graduated from high school,Man,,Yes,,,Helpdesk Technician,Principal Incident Responder,Software Architect,Manufacturing,,Information Security (infosec),Yes,Yes,8,
4/1/21 12:56,12542329796,Ireland,25 to 34,5-Jan,,Graduated from College/University,Man,,Yes,,,Assistant Investigator ,Forensic Analyst,Software Developer,Other (please specify),Legal (eDiscovery),I use both terms depending on audience I am talking to,No,No,3,OSINT
4/1/21 12:57,12542328820,United States of America,35 to 44,20-Nov,,Graduated from College/University,Man,,Yes,Gcih,Ceh,Infosec Analyst,Senior sec engineer,Software Engineer,Advertising & Marketing,,I use both terms depending on audience I am talking to,No,Yes,7,Container security 
4/1/21 12:57,12542325542,United States of America,45 to 54,21-40,,Graduated from College/University,Man,,Yes,GSE,CISSP,Security Engineer,Security Strategist,Software Engineer,Software Sales,,Cybersecurity (cyber),No,Yes,9,Cyber Threat Intelligence Analyst
4/1/21 12:45,12542324193,United States of America,45 to 54,21-40,,Some graduate school,Man,,Yes,GIAC (expired),CISSP (expired),Security Engineer,Senior Developer,Software Engineer,"Telecommunications, Technology, Internet & Electronics",,Information Security (infosec),No,Yes,I am an extremely competent coder/developer,Startup founder
4/1/21 12:56,12542323254,United Kingdom of Great Britain and Northern Ireland,45 to 54,5-Jan,,Some College/University,Woman,,No,,,,Asset protection officer,Software Engineer,Entertainment & Leisure,,Information Security (infosec),No,No,I can copypasta python/ruby/go/rust/bash/vbs/PowerShell code and get it to mostly run.,Pentesting
4/1/21 12:55,12542322389,United States of America,35 to 44,10-Jun,,Some graduate school,Woman,,Yes,GCTI ,CEH,Security Engineer,Director of Operations,Software engineer,Government,,I use both terms depending on audience I am talking to,Yes,No,I do not believe I have any coding/development skills at all,Supply Chain risk management
4/1/21 12:55,12542321482,United States of America,45 to 54,10-Jun,,Graduated from College/University,Man,,Yes,It will be CISSP when I get it.,Azure az900. ,Implementation engineer,Sr security consultant,Solution Architect ,Software Sales,,I use both terms depending on audience I am talking to,No,No,4,"DevSecOps, automation"
4/1/21 12:55,12542319846,United States of America,25 to 34,10-Jun,,Graduated from College/University,Man,,Yes,GXPN,GWAPT,Incident Responder,Intelligence Analyst,Solution Engineer,"Telecommunications, Technology, Internet & Electronics",,I use both terms depending on audience I am talking to,No,Yes,9,Influencer
4/1/21 12:51,12542319648,Zimbabwe,25 to 34,5-Jan,,Graduated from College/University,Man,,Yes,Certified Ethical Hacking (CEH),,Information Security Analyst,Cyber Security Technical Lead,Specialist - Systems Administrator,Software Sales,,I use both terms depending on audience I am talking to,Yes,Yes,6,IoT Security Specialist
4/1/21 12:51,12542312927,United Kingdom of Great Britain and Northern Ireland,25 to 34,5-Jan,,Graduated from College/University,Man,,Yes,GIAC GREM,,Threat Intelligence Analyst,Senior Threat Intelligence Analyst,Splunk Consultant,Finance & Financial Services,,I use both terms depending on audience I am talking to,No,Yes,8,
4/1/21 12:51,12542312526,United States of America,35 to 44,20-Nov,,Completed graduate school,Man,,Yes,"None of them now but when first starting out the GSEC,GCIH and CISSP were ones that were most sought after.",I feel like I no longer need them after I have established my self in my career so I rate that now as all of them I value least. They all have also expired...,Help Desk Technician,Threat intelligence analyst,Splunk Consultant/Engineer,"Telecommunications, Technology, Internet & Electronics",,Cybersecurity (cyber),Yes,Yes,6,
4/1/21 12:49,12542312049,United States of America,35 to 44,10-Jun,,Completed graduate school,Man,,Yes,cissp,sscp,desktop/network support,global security architect,Splunk Security Engineer,Software Sales,,I use both terms depending on audience I am talking to,No,Yes,I can copypasta python/ruby/go/rust/bash/vbs/PowerShell code and get it to mostly run.,strategist
4/1/21 12:49,12542303188,Germany,25 to 34,5-Jan,,Graduated from College/University,Man,,No,,,Developer,Manager research & development (basicsally still developer) ,Splunk SIEM administrator,Software Sales,,Information Security (infosec),No,Yes,8,
4/1/21 12:46,12542302589,France,35 to 44,20-Nov,,Graduated from College/University,Man,,Yes,,,Security consultant,Sales engineer,Strategist,Software Sales,,Information Security (infosec),No,No,7,
4/1/21 12:48,12542302288,United States of America,35 to 44,20-Nov,,Completed graduate school,Man,,Yes,AWS Cloud Architect,,Help Desk tech,Sr Director,"SVP, Security Operations ",Software Sales,,Cybersecurity (cyber),Yes,No,I can copypasta python/ruby/go/rust/bash/vbs/PowerShell code and get it to mostly run.,"data science, espresso magic, and automation developer"
4/1/21 12:44,12542294778,United States of America,25 to 34,5-Jan,,Graduated from College/University,Woman,,Yes,GIAC (GNFA),,Security Analyst,Security Engineer,Sysadmin,Healthcare & Pharmaceuticals,,Information Security (infosec),No,Yes,I can copypasta python/ruby/go/rust/bash/vbs/PowerShell code and get it to mostly run.,Threat Hunting
4/1/21 12:44,12542292668,United States of America,35 to 44,21-40,,Graduated from high school,Man,,Yes,CISSP,CEH,Network Support Technician,CSE Manager,Systems Administrator,"Telecommunications, Technology, Internet & Electronics",,I use both terms depending on audience I am talking to,Yes,Yes,7,Threat Hunter
4/1/21 12:43,12542290593,United States of America,35 to 44,20-Nov,,Some graduate school,Man,,Yes,,CISSP,Information Systems Security Officer,Security Engineer ,Systems Administrator,"Telecommunications, Technology, Internet & Electronics",,Cybersecurity (cyber),Yes,Yes,6,blockchain...jk
4/1/21 12:43,12542290210,United States of America,25 to 34,20-Nov,,Some College/University,Man,,No,,,Security Intern,"Lead, Threat Intelligence ",Systems Administrator,Finance & Financial Services,,I use both terms depending on audience I am talking to,No,Yes,8,Whichever one you care enough about to change the game
4/1/21 12:44,12542288837,United States of America,18 to 24,<1,,Graduated from College/University,Woman,,No,,,,,Systems administrator ,,,I use both terms depending on audience I am talking to,No,No,4,
4/1/21 12:43,12542288345,United States of America,45 to 54,21-40,,Doctorate,Woman,,Yes,CFCE,,Tech Support Specialist ,Sr. Information Security Forensic Analyst,Systems Administrator Senior,Education,,Information Security (infosec),No,Yes,2,
4/1/21 12:41,12542287981,United States of America,35 to 44,20-Nov,,Some graduate school,Man,,Yes,CISSP,ITIL,Communications Platoon Leader,Security Strategist,Systems and security architect,Software Sales,,I use both terms depending on audience I am talking to,No,Yes,8,Cloud Security Architect - ensuring use of public cloud providers in a secure fashion
4/1/21 12:39,12542287548,United States of America,35 to 44,20-Nov,,Some College/University,Man,,Yes,CISA,"Any vendor certification (Fortinet, Cisco, Microsoft)",Network Administrator,Global Security Architect,"Systems Architect, Founder, Co-Director",Software Sales,,I use both terms depending on audience I am talking to,No,Yes,I can copypasta python/ruby/go/rust/bash/vbs/PowerShell code and get it to mostly run.,Threat Hunter
4/1/21 12:41,12542286811,United States of America,45 to 54,21-40,,Military technical training,Man,,Yes,Security+,Security+,Mindspring HelpDesk,CISO,Systems Engineer,MSSP,,I use both terms depending on audience I am talking to,Yes,Yes,I can copypasta python/ruby/go/rust/bash/vbs/PowerShell code and get it to mostly run.,Compliance with govt DIB requirements.
4/1/21 12:42,12542286618,United States of America,55 to 64,21-40,,Graduated from College/University,Woman,,No,,,Senior Operations Engineer,Senior Operations Engineer,Systems Engineer ,Software Sales,,I use both terms depending on audience I am talking to,No,Yes,8,Cloud Security
4/1/21 12:40,12542285309,United States of America,35 to 44,21-40,,Graduated from College/University,Man,,Yes,"My SANS certs, but I suppose I should say all those Splunk ones...","Weirdly enough my Amazon ones, as they don't really reflect what you actually know.",ISP HelpDesk Tech from back in the dialup days  ,Staff Consulting Solutions Engineer,Systems Engineer 2,Software Sales,,I use both terms depending on audience I am talking to,Yes,Yes,9,DevSecOps is the new hotness IMO
4/1/21 12:37,12542283520,United States of America,25 to 34,10-Jun,,Completed graduate school,Man,,Yes,GPEN,GSEC,Cyber Intelligence Intern,Principal Threat Researcher,Team of development of solutions for threat intel,Finance & Financial Services,,I use both terms depending on audience I am talking to,No,No,8,Not enough of a thought leader to know.
4/1/21 12:38,12542282119,United States of America,35 to 44,21-40,,Some College/University,Man,,Yes,1) SANS GMON  2) expired CISSP  3) Splunk certs ,NT 4.0 MSCE,"Service Technician for IT, Systems Administrator for InfoSec",Consulting Solutions Engineer - Security,"Tech Lead, Security","Telecommunications, Technology, Internet & Electronics",,Information Security (infosec),No,Yes,6,Threat Intel and Detections Architect
4/1/21 12:40,12542281027,United States of America,35 to 44,20-Nov,,Associates Degree,Man,,Yes,CISSP,,Consulting Engineer,Sr. Consulting Sales Engineer,Technical director,Software Sales,,I use both terms depending on audience I am talking to,No,Yes,3,bitcoin. jk... Zero Trust and security data analytics
4/1/21 12:40,12542280171,United States of America,25 to 34,20-Nov,,Completed graduate school,Man,,Yes,GSEC,A+,PC support tech,Sr threat researcher,Technical Writer (Security Markets),Software Sales,,Information Security (infosec),No,Yes,7,Dark blockchain 
4/1/21 12:38,12542279242,United States of America,35 to 44,20-Nov,,Completed graduate school,Man,,Yes,None,CISSP,Information Technology Specialist,Security Engineer,Technology architect,"Telecommunications, Technology, Internet & Electronics",,I use both terms depending on audience I am talking to,Yes,Yes,8,Security Engineer
4/1/21 12:36,12542273631,United States of America,35 to 44,10-Jun,,Graduated from College/University,Man,,Yes,CEH,CEH,Jr. Engineer/Analyst,Sr. Cybersecurity Consultant,Threat Analyst,Government,,Cybersecurity (cyber),Yes,Yes,8,"Anything ""cloud-focused,"" especially in the Azure/Sentinel space."
4/1/21 12:35,12542269416,United States of America,35 to 44,21-40,,Completed graduate school,Man,,Yes,GCIH,"CISA, CISSP",Consultant,Senior Security Analyst,Threat Analyst,"Telecommunications, Technology, Internet & Electronics",,I use both terms depending on audience I am talking to,Yes,No,I can copypasta python/ruby/go/rust/bash/vbs/PowerShell code and get it to mostly run.,Machine Learning / AI
4/1/21 12:33,12542265586,United States of America,45 to 54,21-40,,Graduated from College/University,Man,,Yes,"GCIH, GCIA, CISSP, CCNA","SEC+, CEH",Help Desk Support,Global Security Architect,Threat Analyst,Software Sales,,I use both terms depending on audience I am talking to,Yes,Yes,7,Data Science
4/1/21 12:33,12542260486,United States of America,25 to 34,20-Nov,,Graduated from College/University,Woman,,No,,,Associate Consultant,Senior Advisor,Threat Analyst,Government,,I use both terms depending on audience I am talking to,Yes,Yes,I can copypasta python/ruby/go/rust/bash/vbs/PowerShell code and get it to mostly run.,Making sense of a lot of data
4/1/21 12:29,12542257141,United States of America,45 to 54,21-40,,Graduated from College/University,Woman,,Yes,GCIH,GPPA,Incident Response Engineer,Staff Security Engineer,Threat Analyst,"Telecommunications, Technology, Internet & Electronics",,I use both terms depending on audience I am talking to,No,Yes,6,Threat Intel Analyst/Threat Hunter
4/1/21 12:28,12542246837,Ireland,45 to 54,21-40,,Graduated from high school,Man,,Yes,,,Unix admin,,threat analyst ,MSSP,,I use both terms depending on audience I am talking to,No,Yes,8,Threat hunting
4/1/21 12:25,12542245210,United States of America,35 to 44,10-Jun,,Completed graduate school,Man,,No,,,Cyber Threat Intelligence Analyst,Head of Strategic Cyber Threat Intelligence,Threat Hunter,Other (please specify),Consulting,I use both terms depending on audience I am talking to,Yes,No,2,Counter-disinformation
4/1/21 12:19,12542244433,Pakistan,25 to 34,5-Jan,,Graduated from College/University,Man,,No,,,Associate Security Engineer,Lead DFIR &CTI,Threat Hunter,MSSP,,Information Security (infosec),No,Yes,9,Intelligence Analyst
4/1/21 12:15,12542232565,United States of America,35 to 44,5-Jan,,Graduated from College/University,Man,,No,,,Platform Specialist,Threat Analyst,Threat Hunter,Software Sales,,I use both terms depending on audience I am talking to,No,Yes,I can copypasta python/ruby/go/rust/bash/vbs/PowerShell code and get it to mostly run.,Application Security Engineer
4/1/21 12:20,12542230385,United States of America,25 to 34,20-Nov,,Graduated from College/University,Man,,Yes,GREM,,database programmer,threat intelligence analyst,Threat Intel Analyst,Government,,Cybersecurity (cyber),Yes,Yes,I can copypasta python/ruby/go/rust/bash/vbs/PowerShell code and get it to mostly run.,"security strategists (not a troll); individuals that know multiple verticals (cloud, endpoint, network) and able to understand a majority of the resources needed to secure"
4/1/21 12:22,12542229239,United States of America,25 to 34,5-Jan,,Graduated from College/University,Man,,Yes,GREM,,SOC Analyst I,Threat Intelligence Researcher,Threat Intel Analyst,Software Sales,,Cybersecurity (cyber),No,Yes,7,
4/1/21 12:19,12542229163,United States of America,25 to 34,5-Jan,,Graduated from College/University,Man,,Yes,GCFA,Sec+,Mobility Specialist,Cybersecurity Analyst - Security Ops,Threat Intelligence Analyst,Manufacturing,,I use both terms depending on audience I am talking to,No,Yes,7,IAM is going to explode soon
4/1/21 12:10,12542221542,Germany,35 to 44,20-Nov,,Graduated from College/University,Man,,Yes,"None (would be OSCP if I had this) - my advice is doing tech specific trainings, eg AWS security or Azure security stuff rather",CCSP (waste of time and money),IT Security Consultant / Penetration Tester,Lead CSIRT,Threat Intelligence Analyst,Manufacturing,,I use both terms depending on audience I am talking to,No,Yes,7,Freelance security consultant or founder of own security company.    Or: Cloud Security [Engineer|Architect|Consultant]
4/1/21 12:15,12542218011,United States of America,35 to 44,21-40,,Graduated from College/University,Man,,No,,,Help desk technician,Chief Security Officer,Threat Intelligence Analyst,"Telecommunications, Technology, Internet & Electronics",,I use both terms depending on audience I am talking to,No,No,7,
4/1/21 12:16,12542217694,United States of America,45 to 54,10-Jun,,Graduated from College/University,Woman,,Yes,,,SOC analyst,Cti analyst ,Threat Intelligence Analyst,,,I use both terms depending on audience I am talking to,No,Yes,I can copypasta python/ruby/go/rust/bash/vbs/PowerShell code and get it to mostly run.,
4/1/21 12:15,12542214511,United States of America,35 to 44,21-40,,Completed graduate school,Man,,Yes,,,IT: Computer Support Specialist  Security: Information Security Administrator,Information Security Engineer,Threat intelligence analyst,Insurance,,I use both terms depending on audience I am talking to,No,Yes,6,"It's not new, but there's always a critical shortage of people who understand Identity and Access Management."
4/1/21 12:16,12542214331,United States of America,35 to 44,10-Jun,,Completed graduate school,Man,,Yes,GCIA,CISA,Security Analyst,Manager,Threat intelligence analyst,Finance & Financial Services,,Cybersecurity (cyber),No,Yes,2,Security Evangelist 
4/1/21 12:13,12542210033,United States of America,25 to 34,5-Jan,,Graduated from College/University,Man,,Yes,OSCP,ITIL,Security Analyst,Incident Response Analyst,threat intelligence analyst,Insurance,,I use both terms depending on audience I am talking to,No,Yes,9,Purple Teamer or Threat Hunter
4/1/21 12:13,12542205335,United States of America,25 to 34,10-Jun,,Doctorate,Woman,,Yes,SANS GCFA,Security+,Information technology intern,Computer scientist,Threat Intelligence Lead,Government,,I use both terms depending on audience I am talking to,Yes,Yes,6,IoT attack/defend or cloud 
4/1/21 12:11,12542204082,United Kingdom of Great Britain and Northern Ireland,45 to 54,21-40,,Graduated from College/University,Man,,No,,,Desktop Support Agent,IT Security Manager ,Threat Intelligence Manager,Food & Beverages,,I use both terms depending on audience I am talking to,No,No,I do not believe I have any coding/development skills at all,
4/1/21 12:12,12542203712,United States of America,25 to 34,20-Nov,,Graduated from College/University,Man,,Yes,GCIA (expired),"GCIA (expired) - I mean, it's the only one and expired (so this shouldn't be counted towards least)",Information Technology,Security,Threat Intelligence Researcher,"Telecommunications, Technology, Internet & Electronics",,I use both terms depending on audience I am talking to,No,Yes,9,
4/1/21 12:10,12542201710,United States of America,35 to 44,20-Nov,,Completed graduate school,Man,,Yes,None,Cissp ,Web Designer and DBA,Cyber Security R&D Manager,Threat Researcher,Government,,I use both terms depending on audience I am talking to,Yes,No,8,Threat Intel
4/1/21 12:10,12542199387,United States of America,35 to 44,20-Nov,,Graduated from College/University,Man,,Yes,GCTI,CISSP,IT technician,Sr. Principal Cybersecurity,threat researcher,"Utilities, Energy, and Extraction",,I use both terms depending on audience I am talking to,No,Yes,I do not believe I have any coding/development skills at all,XDR *barf*
4/1/21 12:08,12542197117,United States of America,35 to 44,20-Nov,,Graduated from College/University,Man,,Yes,Let them all expire,No value in any of them at this point in my career.,Security Engineer,CTO,Threat Researcher,Software Sales,,I use both terms depending on audience I am talking to,No,No,8,Threat intel is reshaping how people get into security and will have a larger impact up the management chain over time.
